25.0,20.0,120.0,0.1638427887008242,0.11172101831287612
25.0,20.0,125.0,0.16332939956827378,0.10691175116706224
25.0,20.0,130.0,0.1674594921964904,0.10945201899917877
25.0,20.0,135.0,0.1687928622520777,0.10507569236293211
25.0,20.0,140.0,0.17424323120359206,0.10611904950887065
25.0,20.0,145.0,0.17490171888589615,0.10575455988097777
25.0,20.0,150.0,0.17674775204524712,0.1134313777685422
25.0,21.0,120.0,0.16605378469137902,0.1053914151166378
25.0,21.0,125.0,0.16462018850084706,0.09992073513338529
25.0,21.0,130.0,0.16804507977003028,0.10060711608041574
25.0,21.0,135.0,0.16853316457045983,0.09700585725264012
25.0,21.0,140.0,0.17492086739555585,0.10063253439816759
25.0,21.0,145.0,0.17423463502084538,0.09942889380818269
25.0,21.0,150.0,0.17598208162972712,0.10791866022738217
25.0,22.0,120.0,0.16810867336324312,0.1056095297504297
25.0,22.0,125.0,0.16515025113964016,0.09899733241572678
25.0,22.0,130.0,0.16858268208524574,0.09967127123904639
25.0,22.0,135.0,0.1711757667286259,0.10217587731974855
25.0,22.0,140.0,0.17716075868766729,0.10531693879863978
25.0,22.0,145.0,0.1777987205544193,0.1014350900793387
25.0,22.0,150.0,0.1812168440718213,0.11102192940060858
25.0,23.0,120.0,0.16535363297281877,0.1014377303374534
