,psg_id,acc1,acc2,acc3,f1_score,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,SC400100E0-PSG.edf,SC400200E0-PSG.edf,SC401100E0-PSG.edf,SC401200E0-PSG.edf,SC402100E0-PSG.edf,SC402200E0-PSG.edf,SC403100E0-PSG.edf,SC403200E0-PSG.edf,SC404100E0-PSG.edf,SC404200E0-PSG.edf,SC405100E0-PSG.edf,SC405200E0-PSG.edf,SC406100E0-PSG.edf,SC406200E0-PSG.edf,SC407100E0-PSG.edf,SC407200E0-PSG.edf,SC408100E0-PSG.edf,SC408200E0-PSG.edf,SC409100E0-PSG.edf,SC409200E0-PSG.edf,SC410100E0-PSG.edf,SC410200E0-PSG.edf,SC411100E0-PSG.edf,SC411200E0-PSG.edf,SC412100E0-PSG.edf,SC412200E0-PSG.edf,SC413100E0-PSG.edf,SC414100E0-PSG.edf,SC414200E0-PSG.edf,SC415100E0-PSG.edf,SC415200E0-PSG.edf,SC416100E0-PSG.edf,SC416200E0-PSG.edf,SC417100E0-PSG.edf,SC418100E0-PSG.edf,SC418200E0-PSG.edf,SC419100E0-PSG.edf,SC419200E0-PSG.edf,SC420100E0-PSG.edf,SC420200E0-PSG.edf,SC421100E0-PSG.edf,SC421200E0-PSG.edf,SC422100E0-PSG.edf,SC422200E0-PSG.edf,SC423100E0-PSG.edf,SC423200E0-PSG.edf,SC424100E0-PSG.edf,SC424200E0-PSG.edf,SC425100E0-PSG.edf,SC425200E0-PSG.edf,SC426100F0-PSG.edf,SC426200F0-PSG.edf,SC427100F0-PSG.edf,SC427200F0-PSG.edf,SC428100G0-PSG.edf,SC428200G0-PSG.edf,SC429100G0-PSG.edf,SC429200G0-PSG.edf,SC430100E0-PSG.edf,SC430200E0-PSG.edf,SC431100E0-PSG.edf,SC431200E0-PSG.edf,SC432100E0-PSG.edf,SC432200E0-PSG.edf,SC433100F0-PSG.edf,SC433200F0-PSG.edf,SC434100F0-PSG.edf,SC434200F0-PSG.edf,SC435100F0-PSG.edf,SC435200F0-PSG.edf,SC436200F0-PSG.edf,SC437100F0-PSG.edf,SC437200F0-PSG.edf,SC438100F0-PSG.edf,SC438200F0-PSG.edf,SC440100E0-PSG.edf,SC440200E0-PSG.edf,SC441100E0-PSG.edf,SC441200E0-PSG.edf,SC442100E0-PSG.edf,SC442200E0-PSG.edf,SC443100E0-PSG.edf,SC443200E0-PSG.edf,SC444100E0-PSG.edf,SC444200E0-PSG.edf,SC445100F0-PSG.edf,SC445200F0-PSG.edf,SC446100F0-PSG.edf,SC446200F0-PSG.edf,SC447100F0-PSG.edf,SC447200F0-PSG.edf,SC448100F0-PSG.edf,SC448200F0-PSG.edf,SC449100G0-PSG.edf,SC449200G0-PSG.edf,SC450100E0-PSG.edf,SC450200E0-PSG.edf,SC451100E0-PSG.edf,SC451200E0-PSG.edf,SC452200E0-PSG.edf,SC453100E0-PSG.edf,SC453200E0-PSG.edf,SC454100F0-PSG.edf,SC454200F0-PSG.edf,SC455100F0-PSG.edf,SC455200F0-PSG.edf,SC456100F0-PSG.edf,SC456200F0-PSG.edf,SC457100F0-PSG.edf,SC457200F0-PSG.edf,SC458100G0-PSG.edf,SC458200G0-PSG.edf,SC459100G0-PSG.edf,SC459200G0-PSG.edf,SC460100E0-PSG.edf,SC460200E0-PSG.edf,SC461100E0-PSG.edf,SC461200E0-PSG.edf,SC462100E0-PSG.edf,SC462200E0-PSG.edf,SC463100E0-PSG.edf,SC463200E0-PSG.edf,SC464100E0-PSG.edf,SC464200E0-PSG.edf,SC465200E0-PSG.edf,SC466100E0-PSG.edf,SC466200E0-PSG.edf,SC467100G0-PSG.edf,SC467200G0-PSG.edf,SC470100E0-PSG.edf,SC470200E0-PSG.edf,SC471100E0-PSG.edf,SC471200E0-PSG.edf,SC472100E0-PSG.edf,SC472200E0-PSG.edf,SC473100E0-PSG.edf,SC473200E0-PSG.edf,SC474100E0-PSG.edf,SC474200E0-PSG.edf,SC475100E0-PSG.edf,SC475200E0-PSG.edf,SC476100E0-PSG.edf,SC476200E0-PSG.edf,SC477100G0-PSG.edf,SC477200G0-PSG.edf,SC480100G0-PSG.edf,SC480200G0-PSG.edf,SC481200G0-PSG.edf,SC482100G0-PSG.edf,SC482200G0-PSG.edf,TOTAL
1,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
3,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13
4,,,,,,0.75,0.1276595744680851,0.3333333333333333,0.33333333333333337,0.17777777777777778,0.05555555555555555,0.1111111111111111,0.0,0.25,0.20000000000000004,0.0,0.4285714285714285,0.0,0.0,0.15730337078651685,0.6666666666666666,0.0,0.07692307692307693,0.0,0.1935483870967742,0.1680672268907563,0.27848101265822783,0.0,0.20000000000000004,0.08163265306122448,0.17948717948717952,0.20000000000000004,0.5714285714285715,0.25,0.0,0.0,0.0,0.058823529411764705,0.1111111111111111,0.30434782608695654,0.125,0.39999999999999997,0.3846153846153846,0.0,0.0,0.5384615384615385,0.38095238095238093,0.125,0.02784115076756506,0.10000000000000002,0.6666666666666666,0.4,0.0,0.8571428571428571,0.13333333333333333,0.0,0.3846153846153846,0.05,0.0,0.0,0.35294117647058826,0.049999999999999996,0.0,0.0,0.0,0.1388888888888889,0.0,0.6341463414634146,0.20588235294117646,0.2368421052631579,0.0,0.14285714285714285,0.0,0.007339449541284404,0.06666666666666667,0.37499999999999994,0.014440433212996389,0.44776119402985076,0.15,0.5,0.0,0.0,0.06896551724137931,0.04878048780487805,0.06896551724137931,0.0,0.0,0.30769230769230765,0.0,0.3636363636363636,0.0,0.46153846153846156,0.19999999999999998,0.0,0.044444444444444446,0.0,0.16666666666666666,0.7368421052631579,0.18181818181818182,0.15384615384615385,0.10810810810810811,0.0,0.1818181818181818,0.11940298507462686,0.4285714285714286,0.0,0.0,0.3,0.011560693641618497,0.0,0.0,0.1651376146788991,0.15384615384615385,0.0,0.33333333333333337,0.0,0.0071428571428571435,0.0,0.010582010582010583,0.05714285714285715,0.0,0.0,0.11764705882352941,0.6206896551724138,0.8,0.20000000000000004,0.013071895424836602,0.09448818897637795,0.08888888888888889,0.0,0.1904761904761905,0.3333333333333333,0.0,0.0,0.11764705882352941,0.6666666666666666,0.27272727272727276,0.0,0.12820512820512822,0.19117647058823528,0.18181818181818182,0.0,0.25,0.059701492537313446,0.0,0.0,0.0,0.75,0.11538461538461538,0.0,0.007168458781362008,0.03592814371257485,0.0,0.0,0.5,0.1638
